downtime_id,machine_id,date,downtime_category,duration_hours,downtime_cost,shift_affected,was_scheduled,impact_description
DT-002610,MCH-015,2024-01-31,Quality Hold,2.12,25.43,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-002611,MCH-015,2024-05-06,Quality Hold,0.7,8.42,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-002612,MCH-015,2024-08-26,Quality Hold,2.43,29.16,Night (10PM-6AM),False,Production paused pending quality investigation
DT-002613,MCH-015,2025-02-21,Quality Hold,2.15,25.76,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-002614,MCH-015,2024-03-05,Calibration,1.24,14.9,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002615,MCH-015,2025-04-04,Calibration,1.24,14.9,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002616,MCH-015,2024-07-18,Calibration,0.88,10.53,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002617,MCH-015,2025-01-21,Calibration,0.9,10.85,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002618,MCH-015,2025-12-17,Calibration,1.53,18.31,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002619,MCH-015,2024-05-30,Calibration,0.82,9.88,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002620,MCH-015,2024-11-18,Calibration,1.84,22.03,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002621,MCH-015,2024-05-08,Calibration,1.69,20.25,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002622,MCH-015,2025-05-27,Calibration,1.16,13.93,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002623,MCH-015,2024-12-12,Calibration,1.81,21.71,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002624,MCH-015,2024-03-18,Calibration,1.15,13.77,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002625,MCH-016,2025-03-12,Planned Maintenance,2.55,30.62,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002626,MCH-016,2024-07-17,Planned Maintenance,3.74,44.87,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002627,MCH-016,2025-09-02,Planned Maintenance,3.98,47.79,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002628,MCH-016,2025-06-10,Planned Maintenance,2.16,25.92,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002629,MCH-016,2025-06-23,Planned Maintenance,2.39,28.67,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002630,MCH-016,2024-09-30,Planned Maintenance,2.97,35.64,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002631,MCH-016,2025-06-02,Planned Maintenance,2.97,35.64,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002632,MCH-016,2024-08-22,Planned Maintenance,2.63,31.59,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002633,MCH-016,2024-08-30,Planned Maintenance,2.65,31.75,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002634,MCH-016,2025-06-11,Planned Maintenance,3.83,46.01,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002635,MCH-016,2024-09-04,Planned Maintenance,2.97,35.64,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002636,MCH-016,2024-08-26,Planned Maintenance,4.44,53.3,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002637,MCH-016,2025-06-09,Planned Maintenance,2.5,29.97,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002638,MCH-016,2025-07-18,Planned Maintenance,3.28,39.37,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002639,MCH-016,2025-05-12,Planned Maintenance,2.62,31.43,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002640,MCH-016,2024-02-09,Planned Maintenance,2.25,27.05,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002641,MCH-016,2024-08-29,Planned Maintenance,2.07,24.79,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002642,MCH-016,2025-12-03,Planned Maintenance,2.94,35.32,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002643,MCH-016,2024-05-29,Planned Maintenance,1.82,21.87,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002644,MCH-016,2024-06-13,Planned Maintenance,3.51,42.12,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002645,MCH-016,2025-02-21,Planned Maintenance,3.87,46.49,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002646,MCH-016,2024-08-15,Planned Maintenance,3.33,40.01,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002647,MCH-016,2025-01-09,Planned Maintenance,3.94,47.3,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002648,MCH-016,2025-05-15,Planned Maintenance,2.03,24.3,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002649,MCH-016,2025-12-18,Planned Maintenance,2.4,28.84,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002650,MCH-016,2024-11-22,Planned Maintenance,3.97,47.63,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002651,MCH-016,2024-05-08,Planned Maintenance,2.03,24.3,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002652,MCH-016,2025-07-04,Planned Maintenance,2.62,31.43,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002653,MCH-016,2024-12-30,Planned Maintenance,2.48,29.81,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002654,MCH-016,2025-03-06,Planned Maintenance,2.65,31.75,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002655,MCH-016,2024-09-16,Unplanned Breakdown,3.55,330.49,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002656,MCH-016,2025-01-03,Unplanned Breakdown,4.39,527.18,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002657,MCH-016,2024-09-24,Unplanned Breakdown,2.98,510.69,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002658,MCH-016,2025-11-06,Unplanned Breakdown,4.81,335.65,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002659,MCH-016,2024-12-09,Unplanned Breakdown,7.44,344.32,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002660,MCH-016,2024-08-02,Unplanned Breakdown,5.59,610.24,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002661,MCH-016,2025-10-16,Unplanned Breakdown,5.67,666.81,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002662,MCH-016,2025-07-17,Unplanned Breakdown,4.32,360.49,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002663,MCH-016,2025-06-03,Unplanned Breakdown,3.28,310.28,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002664,MCH-016,2025-12-24,Unplanned Breakdown,3.46,364.51,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002665,MCH-016,2024-09-17,Unplanned Breakdown,2.23,510.03,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002666,MCH-016,2025-09-23,Unplanned Breakdown,4.35,693.32,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002667,MCH-016,2024-12-26,Unplanned Breakdown,3.62,293.6,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002668,MCH-016,2025-04-08,Unplanned Breakdown,5.51,273.47,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002669,MCH-016,2024-08-20,Unplanned Breakdown,4.66,699.46,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002670,MCH-016,2025-02-06,Unplanned Breakdown,5.49,684.21,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002671,MCH-016,2024-02-29,Unplanned Breakdown,3.9,228.95,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002672,MCH-016,2024-06-25,Unplanned Breakdown,3.69,283.2,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002673,MCH-016,2025-01-29,Unplanned Breakdown,4.7,524.57,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002674,MCH-016,2025-05-28,Unplanned Breakdown,3.16,447.09,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002675,MCH-016,2024-12-04,Unplanned Breakdown,3.7,340.83,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002676,MCH-016,2025-01-06,Unplanned Breakdown,3.85,443.69,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002677,MCH-016,2024-07-23,Unplanned Breakdown,5.9,241.52,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002678,MCH-016,2025-10-17,Tooling Change,0.36,4.37,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002679,MCH-016,2024-11-20,Tooling Change,0.58,6.97,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002680,MCH-016,2025-04-10,Tooling Change,0.88,10.53,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002681,MCH-016,2024-09-03,Tooling Change,0.51,6.16,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002682,MCH-016,2024-09-30,Tooling Change,0.38,4.54,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002683,MCH-016,2025-01-21,Tooling Change,0.89,10.69,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002684,MCH-016,2024-04-05,Tooling Change,1.03,12.31,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002685,MCH-016,2025-02-27,Tooling Change,0.76,9.07,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002686,MCH-016,2025-04-16,Tooling Change,0.34,4.05,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002687,MCH-016,2025-10-20,Tooling Change,0.34,4.05,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002688,MCH-016,2025-05-06,Tooling Change,0.66,7.94,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002689,MCH-016,2025-06-11,Tooling Change,0.82,9.88,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002690,MCH-016,2025-08-05,Tooling Change,0.76,9.07,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002691,MCH-016,2024-05-13,Tooling Change,0.65,7.78,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002692,MCH-016,2025-07-03,Tooling Change,0.57,6.8,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002693,MCH-016,2024-07-24,Tooling Change,0.73,8.75,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002694,MCH-016,2024-08-22,Tooling Change,0.85,10.21,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002695,MCH-016,2025-05-23,Tooling Change,0.7,8.42,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002696,MCH-016,2024-10-08,Tooling Change,0.82,9.88,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002697,MCH-016,2024-05-24,Tooling Change,0.34,4.05,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002698,MCH-016,2025-10-20,Tooling Change,0.7,8.42,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002699,MCH-016,2025-08-08,Tooling Change,0.78,9.4,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002700,MCH-016,2024-11-26,Tooling Change,0.86,10.37,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002701,MCH-016,2025-12-11,Tooling Change,1.09,13.12,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002702,MCH-016,2025-10-07,Tooling Change,0.99,11.83,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002703,MCH-016,2025-08-25,Tooling Change,1.01,12.15,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002704,MCH-016,2024-10-17,Tooling Change,0.34,4.05,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002705,MCH-016,2025-08-19,Tooling Change,0.51,6.16,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002706,MCH-016,2025-12-04,Tooling Change,0.78,9.4,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002707,MCH-016,2025-02-21,Tooling Change,0.62,7.45,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002708,MCH-016,2025-02-24,Tooling Change,0.4,4.86,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002709,MCH-016,2024-11-27,Tooling Change,0.86,10.37,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002710,MCH-016,2024-09-24,Tooling Change,0.54,6.48,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002711,MCH-016,2024-02-16,Tooling Change,0.78,9.4,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002712,MCH-016,2025-09-18,Tooling Change,0.62,7.45,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002713,MCH-016,2024-05-08,Tooling Change,0.5,5.99,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002714,MCH-016,2025-01-16,Tooling Change,0.59,7.13,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002715,MCH-016,2024-03-27,Tooling Change,0.55,6.64,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002716,MCH-016,2025-05-14,Tooling Change,0.69,8.26,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002717,MCH-016,2025-05-09,Tooling Change,0.85,10.21,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002718,MCH-016,2024-06-17,Tooling Change,0.94,11.34,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002719,MCH-016,2024-07-11,Tooling Change,0.34,4.05,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002720,MCH-016,2024-07-01,Tooling Change,0.47,5.67,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002721,MCH-016,2025-09-11,Tooling Change,0.89,10.69,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002722,MCH-016,2025-03-19,Tooling Change,0.58,6.97,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002723,MCH-016,2025-10-20,Tooling Change,0.9,10.85,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002724,MCH-016,2024-07-11,Tooling Change,0.51,6.16,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002725,MCH-016,2024-09-18,Tooling Change,0.68,8.1,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002726,MCH-016,2024-09-04,Tooling Change,0.54,6.48,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002727,MCH-016,2024-07-22,Tooling Change,0.85,10.21,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002728,MCH-016,2025-05-16,Tooling Change,0.89,10.69,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002729,MCH-016,2025-04-17,Tooling Change,0.72,8.59,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002730,MCH-016,2025-10-14,Tooling Change,0.66,7.94,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002731,MCH-016,2025-11-27,Tooling Change,0.34,4.05,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002732,MCH-016,2024-01-22,Tooling Change,0.89,10.69,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002733,MCH-016,2024-08-12,Tooling Change,0.55,6.64,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002734,MCH-016,2025-12-19,Tooling Change,0.46,5.51,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002735,MCH-016,2025-05-09,Tooling Change,0.57,6.8,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002736,MCH-016,2025-06-09,Tooling Change,0.65,7.78,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002737,MCH-016,2024-07-22,Tooling Change,0.86,10.37,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002738,MCH-016,2025-10-14,Tooling Change,0.82,9.88,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002739,MCH-016,2025-10-13,Tooling Change,0.34,4.05,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002740,MCH-016,2024-02-20,Tooling Change,0.78,9.4,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002741,MCH-016,2025-05-05,Tooling Change,0.94,11.34,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002742,MCH-016,2024-08-21,Tooling Change,0.49,5.83,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002743,MCH-016,2024-11-19,Tooling Change,0.63,7.61,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002744,MCH-016,2025-02-03,Tooling Change,0.62,7.45,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002745,MCH-016,2025-11-26,Tooling Change,0.77,9.23,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002746,MCH-016,2024-06-07,Tooling Change,0.69,8.26,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002747,MCH-016,2025-01-28,Tooling Change,0.8,9.56,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002748,MCH-016,2025-05-30,Tooling Change,0.9,10.85,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002749,MCH-016,2025-11-20,Tooling Change,0.53,6.32,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002750,MCH-016,2025-04-10,Tooling Change,0.73,8.75,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002751,MCH-016,2024-10-02,Tooling Change,1.03,12.31,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002752,MCH-016,2024-02-09,Tooling Change,0.34,4.05,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002753,MCH-016,2024-10-31,Tooling Change,0.53,6.32,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002754,MCH-016,2024-12-18,Tooling Change,1.22,14.58,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002755,MCH-016,2025-10-06,Tooling Change,0.5,5.99,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002756,MCH-016,2024-08-27,Tooling Change,0.82,9.88,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002757,MCH-016,2024-12-04,Tooling Change,0.57,6.8,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002758,MCH-016,2025-05-30,Tooling Change,0.72,8.59,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002759,MCH-016,2024-05-20,Tooling Change,0.34,4.05,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002760,MCH-016,2024-08-16,Tooling Change,0.57,6.8,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002761,MCH-016,2025-05-01,Tooling Change,0.54,6.48,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002762,MCH-016,2024-08-20,Tooling Change,0.49,5.83,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002763,MCH-016,2024-09-25,Tooling Change,0.55,6.64,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002764,MCH-016,2025-04-21,Tooling Change,0.62,7.45,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002765,MCH-016,2025-05-09,Tooling Change,0.99,11.83,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002766,MCH-016,2025-08-06,Tooling Change,0.85,10.21,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002767,MCH-016,2025-11-20,Tooling Change,0.82,9.88,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002768,MCH-016,2024-05-16,Tooling Change,0.97,11.66,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002769,MCH-016,2024-12-11,Tooling Change,0.89,10.69,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002770,MCH-016,2024-11-26,Tooling Change,0.77,9.23,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002771,MCH-016,2025-12-05,Tooling Change,0.72,8.59,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002772,MCH-016,2025-03-10,Tooling Change,0.69,8.26,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002773,MCH-016,2025-07-28,Tooling Change,0.66,7.94,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002774,MCH-016,2024-05-27,Tooling Change,0.76,9.07,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002775,MCH-016,2024-08-27,Tooling Change,0.45,5.35,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002776,MCH-016,2025-07-16,Tooling Change,0.84,10.04,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002777,MCH-016,2024-03-11,Tooling Change,0.34,4.05,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002778,MCH-016,2024-03-06,Tooling Change,0.35,4.21,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002779,MCH-016,2024-04-26,Tooling Change,0.69,8.26,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002780,MCH-016,2024-04-15,Tooling Change,0.49,5.83,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002781,MCH-016,2025-09-17,Tooling Change,0.63,7.61,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002782,MCH-016,2024-01-26,Tooling Change,0.49,5.83,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002783,MCH-016,2024-06-03,Tooling Change,0.88,10.53,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002784,MCH-016,2025-01-07,Tooling Change,0.74,8.91,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002785,MCH-016,2025-12-29,Tooling Change,0.62,7.45,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002786,MCH-016,2024-04-12,Tooling Change,0.59,7.13,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002787,MCH-016,2024-07-26,Tooling Change,0.62,7.45,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002788,MCH-016,2025-01-22,Tooling Change,1.19,14.26,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002789,MCH-016,2025-03-28,Tooling Change,0.65,7.78,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002790,MCH-016,2024-06-14,Tooling Change,0.66,7.94,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002791,MCH-016,2025-08-27,Tooling Change,0.38,4.54,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002792,MCH-016,2025-09-12,Tooling Change,0.45,5.35,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002793,MCH-016,2025-07-18,Tooling Change,0.8,9.56,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002794,MCH-016,2025-07-15,Tooling Change,0.66,7.94,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002795,MCH-016,2024-04-17,Tooling Change,0.69,8.26,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002796,MCH-016,2024-07-12,Material Shortage,5.7,68.36,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-002797,MCH-016,2024-02-12,Material Shortage,3.59,43.09,Night (10PM-6AM),False,Waiting for material delivery
DT-002798,MCH-016,2024-07-31,Material Shortage,4.46,53.46,Night (10PM-6AM),False,Waiting for material delivery
DT-002799,MCH-016,2024-12-30,Material Shortage,6.55,78.57,Night (10PM-6AM),False,Waiting for material delivery
DT-002800,MCH-016,2025-10-31,Material Shortage,6.4,76.79,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-002801,MCH-016,2025-04-21,Material Shortage,3.44,41.31,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-002802,MCH-016,2025-03-07,Quality Hold,2.93,35.15,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-002803,MCH-016,2025-07-07,Quality Hold,2.43,29.16,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-002804,MCH-016,2024-11-25,Quality Hold,2.16,25.92,Night (10PM-6AM),False,Production paused pending quality investigation
DT-002805,MCH-016,2025-02-07,Quality Hold,1.63,19.6,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-002806,MCH-016,2025-06-02,Quality Hold,2.38,28.51,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-002807,MCH-016,2024-11-22,Quality Hold,1.8,21.55,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-002808,MCH-016,2025-06-06,Quality Hold,1.88,22.52,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-002809,MCH-016,2025-03-04,Quality Hold,2.2,26.41,Night (10PM-6AM),False,Production paused pending quality investigation
DT-002810,MCH-016,2025-03-06,Quality Hold,1.59,19.12,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-002811,MCH-016,2025-12-29,Quality Hold,1.42,17.01,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-002812,MCH-016,2024-12-13,Quality Hold,2.92,34.99,Night (10PM-6AM),False,Production paused pending quality investigation
DT-002813,MCH-016,2024-02-20,Quality Hold,3.47,41.63,Night (10PM-6AM),False,Production paused pending quality investigation
DT-002814,MCH-016,2024-10-15,Calibration,1.01,12.15,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002815,MCH-016,2025-02-07,Calibration,0.76,9.07,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002816,MCH-016,2024-10-18,Calibration,1.74,20.9,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002817,MCH-016,2024-07-30,Calibration,0.92,11.02,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002818,MCH-016,2024-08-29,Calibration,1.16,13.93,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002819,MCH-016,2025-02-03,Calibration,1.11,13.28,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002820,MCH-016,2025-11-25,Calibration,1.19,14.26,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002821,MCH-016,2025-12-03,Calibration,1.84,22.03,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002822,MCH-016,2025-07-11,Calibration,1.38,16.52,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002823,MCH-016,2024-01-12,Calibration,1.59,19.12,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002824,MCH-016,2024-10-09,Calibration,0.5,5.99,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002825,MCH-016,2025-02-24,Calibration,1.47,17.66,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002826,MCH-016,2025-03-05,Calibration,1.31,15.71,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002827,MCH-016,2024-09-25,Calibration,0.77,9.23,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002828,MCH-016,2024-03-11,Calibration,1.81,21.71,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002829,MCH-016,2024-04-05,Calibration,1.55,18.63,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002830,MCH-016,2025-04-01,Calibration,0.76,9.07,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002831,MCH-016,2024-04-12,Calibration,0.9,10.85,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002832,MCH-017,2024-04-17,Planned Maintenance,2.66,43.88,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002833,MCH-017,2025-12-26,Planned Maintenance,3.15,51.91,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002834,MCH-017,2025-01-17,Planned Maintenance,2.86,47.22,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002835,MCH-017,2024-08-26,Planned Maintenance,3.17,52.34,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002836,MCH-017,2024-01-12,Planned Maintenance,1.16,19.16,Night (10PM-6AM),True,Scheduled service - production rerouted
