quality_event_id,production_id,job_order_id,product_id,machine_id,operator_id,date,defect_type,severity,disposition,rework_cost,root_cause,corrective_action_taken
QE-017317,PRD-RUN-008908,JOB-02224,PRD-005,MCH-008,OPR-008,2025-12-18,Crack/Fracture,Minor,Rework,109.85,Process Drift,False
QE-017318,PRD-RUN-008909,JOB-02224,PRD-005,MCH-016,OPR-002,2025-12-18,Tool Wear Damage,Major,Rework,112.79,Machine Calibration,False
QE-017319,PRD-RUN-008910,JOB-02224,PRD-005,MCH-018,OPR-011,2025-12-18,Alignment Error,Major,Scrap,35.71,Machine Calibration,True
QE-017320,PRD-RUN-008911,JOB-02225,PRD-004,MCH-006,OPR-007,2024-08-12,Surface Finish Defect,Minor,Rework,72.99,Process Drift,True
QE-017321,PRD-RUN-008912,JOB-02225,PRD-004,MCH-011,OPR-001,2024-08-12,Tool Wear Damage,Minor,Rework,51.81,Operator Error,True
QE-017322,PRD-RUN-008913,JOB-02225,PRD-004,MCH-018,OPR-016,2024-08-12,Material Defect,Major,Scrap,23.88,Material Variation,True
QE-017323,PRD-RUN-008918,JOB-02227,PRD-007,MCH-003,OPR-011,2024-11-08,Crack/Fracture,Major,Rework,110.42,Machine Calibration,False
QE-017324,PRD-RUN-008918,JOB-02227,PRD-007,MCH-003,OPR-011,2024-11-08,Surface Finish Defect,Major,Rework,32.31,Tool Wear,False
QE-017325,PRD-RUN-008919,JOB-02227,PRD-007,MCH-009,OPR-005,2024-11-08,Material Defect,Major,Rework,65.58,Material Variation,True
QE-017326,PRD-RUN-008920,JOB-02227,PRD-007,MCH-008,OPR-005,2024-11-08,Surface Finish Defect,Critical,Scrap,52.16,Process Drift,False
QE-017327,PRD-RUN-008921,JOB-02227,PRD-007,MCH-012,OPR-016,2024-11-09,Surface Finish Defect,Major,Use As-Is,0.0,Process Drift,False
QE-017328,PRD-RUN-008921,JOB-02227,PRD-007,MCH-012,OPR-016,2024-11-09,Assembly Error,Minor,Scrap,68.68,Tool Wear,True
QE-017329,PRD-RUN-008922,JOB-02227,PRD-007,MCH-017,OPR-009,2024-11-09,Material Defect,Minor,Rework,108.02,Tool Wear,False
QE-017330,PRD-RUN-008922,JOB-02227,PRD-007,MCH-017,OPR-009,2024-11-09,Dimensional Out-of-Spec,Minor,Rework,105.43,Environmental,True
QE-017331,PRD-RUN-008931,JOB-02230,PRD-003,MCH-001,OPR-005,2025-06-16,Surface Finish Defect,Major,Rework,93.33,Tool Wear,True
QE-017332,PRD-RUN-008931,JOB-02230,PRD-003,MCH-001,OPR-005,2025-06-16,Assembly Error,Critical,Rework,111.29,Environmental,True
QE-017333,PRD-RUN-008932,JOB-02230,PRD-003,MCH-008,OPR-004,2025-06-16,Material Defect,Major,Scrap,37.94,Operator Error,False
QE-017334,PRD-RUN-008932,JOB-02230,PRD-003,MCH-008,OPR-004,2025-06-16,Surface Finish Defect,Critical,Rework,28.67,Material Variation,True
QE-017335,PRD-RUN-008933,JOB-02230,PRD-003,MCH-007,OPR-005,2025-06-16,Tool Wear Damage,Critical,Rework,110.74,Machine Calibration,True
QE-017336,PRD-RUN-008934,JOB-02230,PRD-003,MCH-018,OPR-005,2025-06-16,Crack/Fracture,Major,Scrap,29.49,Machine Calibration,True
QE-017337,PRD-RUN-008935,JOB-02231,PRD-004,MCH-005,OPR-008,2024-05-28,Contamination,Major,Scrap,17.76,Process Drift,True
QE-017338,PRD-RUN-008935,JOB-02231,PRD-004,MCH-005,OPR-008,2024-05-28,Surface Finish Defect,Critical,Rework,74.77,Tool Wear,False
QE-017339,PRD-RUN-008936,JOB-02231,PRD-004,MCH-011,OPR-015,2024-05-29,Contamination,Minor,Rework,67.11,Material Variation,True
QE-017340,PRD-RUN-008936,JOB-02231,PRD-004,MCH-011,OPR-015,2024-05-29,Contamination,Minor,Rework,71.8,Environmental,True
QE-017341,PRD-RUN-008936,JOB-02231,PRD-004,MCH-011,OPR-015,2024-05-29,Crack/Fracture,Major,Rework,54.08,Process Drift,False
QE-017342,PRD-RUN-008936,JOB-02231,PRD-004,MCH-011,OPR-015,2024-05-29,Material Defect,Minor,Rework,82.83,Process Drift,True
QE-017343,PRD-RUN-008936,JOB-02231,PRD-004,MCH-011,OPR-015,2024-05-29,Surface Finish Defect,Major,Rework,86.1,Operator Error,True
QE-017344,PRD-RUN-008936,JOB-02231,PRD-004,MCH-011,OPR-015,2024-05-29,Material Defect,Major,Rework,21.5,Environmental,True
QE-017345,PRD-RUN-008936,JOB-02231,PRD-004,MCH-011,OPR-015,2024-05-29,Surface Finish Defect,Minor,Rework,95.88,Tool Wear,False
QE-017346,PRD-RUN-008936,JOB-02231,PRD-004,MCH-011,OPR-015,2024-05-29,Tool Wear Damage,Minor,Rework,72.23,Machine Calibration,True
QE-017347,PRD-RUN-008937,JOB-02231,PRD-004,MCH-017,OPR-009,2024-05-31,Tool Wear Damage,Minor,Rework,106.78,Environmental,True
QE-017348,PRD-RUN-008937,JOB-02231,PRD-004,MCH-017,OPR-009,2024-05-31,Crack/Fracture,Critical,Scrap,23.11,Material Variation,False
QE-017349,PRD-RUN-008937,JOB-02231,PRD-004,MCH-017,OPR-009,2024-05-31,Assembly Error,Minor,Rework,119.33,Machine Calibration,True
QE-017350,PRD-RUN-008937,JOB-02231,PRD-004,MCH-017,OPR-009,2024-05-31,Material Defect,Minor,Rework,92.94,Machine Calibration,False
QE-017351,PRD-RUN-008937,JOB-02231,PRD-004,MCH-017,OPR-009,2024-05-31,Alignment Error,Minor,Rework,61.47,Material Variation,True
QE-017352,PRD-RUN-008937,JOB-02231,PRD-004,MCH-017,OPR-009,2024-05-31,Assembly Error,Major,Scrap,17.34,Material Variation,True
QE-017353,PRD-RUN-008937,JOB-02231,PRD-004,MCH-017,OPR-009,2024-05-31,Dimensional Out-of-Spec,Minor,Rework,81.47,Material Variation,True
QE-017354,PRD-RUN-008937,JOB-02231,PRD-004,MCH-017,OPR-009,2024-05-31,Surface Finish Defect,Minor,Rework,67.22,Tool Wear,False
QE-017355,PRD-RUN-008938,JOB-02232,PRD-006,MCH-007,OPR-007,2025-04-24,Dimensional Out-of-Spec,Major,Rework,60.39,Material Variation,True
QE-017356,PRD-RUN-008938,JOB-02232,PRD-006,MCH-007,OPR-007,2025-04-24,Tool Wear Damage,Critical,Scrap,16.46,Machine Calibration,True
QE-017357,PRD-RUN-008938,JOB-02232,PRD-006,MCH-007,OPR-007,2025-04-24,Tool Wear Damage,Critical,Scrap,17.26,Material Variation,False
QE-017358,PRD-RUN-008939,JOB-02232,PRD-006,MCH-009,OPR-011,2025-04-24,Tool Wear Damage,Minor,Rework,62.98,Operator Error,True
QE-017359,PRD-RUN-008939,JOB-02232,PRD-006,MCH-009,OPR-011,2025-04-24,Surface Finish Defect,Minor,Rework,18.25,Operator Error,False
QE-017360,PRD-RUN-008939,JOB-02232,PRD-006,MCH-009,OPR-011,2025-04-24,Material Defect,Minor,Rework,107.31,Process Drift,True
QE-017361,PRD-RUN-008940,JOB-02232,PRD-006,MCH-011,OPR-004,2025-04-25,Material Defect,Minor,Rework,19.57,Tool Wear,True
QE-017362,PRD-RUN-008940,JOB-02232,PRD-006,MCH-011,OPR-004,2025-04-25,Crack/Fracture,Minor,Scrap,13.04,Tool Wear,True
QE-017363,PRD-RUN-008941,JOB-02232,PRD-006,MCH-018,OPR-012,2025-04-25,Surface Finish Defect,Minor,Rework,49.84,Machine Calibration,False
QE-017364,PRD-RUN-008941,JOB-02232,PRD-006,MCH-018,OPR-012,2025-04-25,Alignment Error,Minor,Rework,52.9,Environmental,True
QE-017365,PRD-RUN-008941,JOB-02232,PRD-006,MCH-018,OPR-012,2025-04-25,Tool Wear Damage,Major,Rework,82.15,Environmental,False
QE-017366,PRD-RUN-008942,JOB-02233,PRD-004,MCH-006,OPR-004,2024-05-31,Surface Finish Defect,Minor,Use As-Is,0.0,Process Drift,False
QE-017367,PRD-RUN-008943,JOB-02233,PRD-004,MCH-011,OPR-014,2024-05-31,Dimensional Out-of-Spec,Major,Scrap,25.98,Process Drift,True
QE-017368,PRD-RUN-008944,JOB-02233,PRD-004,MCH-017,OPR-015,2024-05-31,Material Defect,Minor,Rework,90.6,Operator Error,True
QE-017369,PRD-RUN-008945,JOB-02234,PRD-004,MCH-005,OPR-010,2025-03-18,Dimensional Out-of-Spec,Minor,Rework,60.75,Process Drift,False
QE-017370,PRD-RUN-008946,JOB-02234,PRD-004,MCH-011,OPR-001,2025-03-18,Alignment Error,Minor,Rework,95.97,Machine Calibration,True
QE-017371,PRD-RUN-008947,JOB-02234,PRD-004,MCH-018,OPR-011,2025-03-18,Material Defect,Minor,Rework,82.85,Operator Error,False
QE-017372,PRD-RUN-008948,JOB-02235,PRD-004,MCH-006,OPR-010,2024-02-15,Material Defect,Major,Scrap,20.88,Operator Error,True
QE-017373,PRD-RUN-008949,JOB-02235,PRD-004,MCH-011,OPR-010,2024-02-15,Contamination,Major,Use As-Is,0.0,Machine Calibration,False
QE-017374,PRD-RUN-008950,JOB-02235,PRD-004,MCH-017,OPR-010,2024-02-15,Tool Wear Damage,Minor,Rework,50.08,Tool Wear,True
QE-017375,PRD-RUN-008951,JOB-02236,PRD-005,MCH-004,OPR-008,2024-03-04,Contamination,Major,Use As-Is,0.0,Machine Calibration,False
QE-017376,PRD-RUN-008952,JOB-02236,PRD-005,MCH-010,OPR-014,2024-03-04,Tool Wear Damage,Minor,Rework,66.21,Tool Wear,True
QE-017377,PRD-RUN-008953,JOB-02236,PRD-005,MCH-014,OPR-013,2024-03-04,Material Defect,Minor,Rework,97.58,Machine Calibration,True
QE-017378,PRD-RUN-008954,JOB-02236,PRD-005,MCH-017,OPR-012,2024-03-04,Assembly Error,Critical,Scrap,46.35,Machine Calibration,True
QE-017379,PRD-RUN-008955,JOB-02237,PRD-001,MCH-001,OPR-008,2024-05-13,Dimensional Out-of-Spec,Major,Use As-Is,0.0,Environmental,False
QE-017380,PRD-RUN-008956,JOB-02237,PRD-001,MCH-010,OPR-003,2024-05-13,Alignment Error,Minor,Rework,99.85,Process Drift,False
QE-017381,PRD-RUN-008957,JOB-02237,PRD-001,MCH-011,OPR-010,2024-05-13,Crack/Fracture,Major,Rework,118.39,Machine Calibration,True
QE-017382,PRD-RUN-008957,JOB-02237,PRD-001,MCH-011,OPR-010,2024-05-13,Material Defect,Major,Use As-Is,0.0,Process Drift,False
QE-017383,PRD-RUN-008958,JOB-02237,PRD-001,MCH-018,OPR-015,2024-05-13,Dimensional Out-of-Spec,Minor,Rework,116.89,Process Drift,True
QE-017384,PRD-RUN-008958,JOB-02237,PRD-001,MCH-018,OPR-015,2024-05-13,Alignment Error,Minor,Rework,111.46,Material Variation,False
QE-017385,PRD-RUN-008959,JOB-02238,PRD-001,MCH-002,OPR-014,2025-02-07,Material Defect,Major,Rework,94.21,Operator Error,True
QE-017386,PRD-RUN-008960,JOB-02238,PRD-001,MCH-010,OPR-015,2025-02-07,Assembly Error,Minor,Rework,119.29,Machine Calibration,True
QE-017387,PRD-RUN-008961,JOB-02238,PRD-001,MCH-012,OPR-006,2025-02-07,Tool Wear Damage,Minor,Use As-Is,0.0,Material Variation,True
QE-017388,PRD-RUN-008962,JOB-02238,PRD-001,MCH-018,OPR-010,2025-02-07,Dimensional Out-of-Spec,Major,Scrap,33.18,Material Variation,True
QE-017389,PRD-RUN-008963,JOB-02239,PRD-004,MCH-005,OPR-010,2025-07-14,Material Defect,Major,Rework,30.06,Environmental,False
QE-017390,PRD-RUN-008963,JOB-02239,PRD-004,MCH-005,OPR-010,2025-07-14,Assembly Error,Minor,Rework,99.76,Process Drift,True
QE-017391,PRD-RUN-008964,JOB-02239,PRD-004,MCH-011,OPR-011,2025-07-14,Alignment Error,Minor,Rework,33.17,Process Drift,False
QE-017392,PRD-RUN-008964,JOB-02239,PRD-004,MCH-011,OPR-011,2025-07-14,Tool Wear Damage,Minor,Rework,68.87,Process Drift,False
QE-017393,PRD-RUN-008965,JOB-02239,PRD-004,MCH-018,OPR-015,2025-07-14,Material Defect,Minor,Rework,109.67,Process Drift,False
QE-017394,PRD-RUN-008965,JOB-02239,PRD-004,MCH-018,OPR-015,2025-07-14,Tool Wear Damage,Minor,Rework,97.37,Machine Calibration,False
QE-017395,PRD-RUN-008966,JOB-02240,PRD-003,MCH-004,OPR-006,2024-05-17,Surface Finish Defect,Minor,Use As-Is,0.0,Process Drift,True
QE-017396,PRD-RUN-008966,JOB-02240,PRD-003,MCH-004,OPR-006,2024-05-17,Contamination,Major,Scrap,25.0,Process Drift,False
QE-017397,PRD-RUN-008966,JOB-02240,PRD-003,MCH-004,OPR-006,2024-05-17,Assembly Error,Major,Rework,39.51,Material Variation,False
QE-017398,PRD-RUN-008967,JOB-02240,PRD-003,MCH-010,OPR-013,2024-05-18,Tool Wear Damage,Major,Rework,78.89,Operator Error,False
QE-017399,PRD-RUN-008967,JOB-02240,PRD-003,MCH-010,OPR-013,2024-05-18,Assembly Error,Critical,Use As-Is,0.0,Material Variation,False
QE-017400,PRD-RUN-008968,JOB-02240,PRD-003,MCH-006,OPR-016,2024-05-18,Tool Wear Damage,Minor,Rework,94.41,Tool Wear,True
QE-017401,PRD-RUN-008968,JOB-02240,PRD-003,MCH-006,OPR-016,2024-05-18,Crack/Fracture,Major,Scrap,33.52,Tool Wear,False
QE-017402,PRD-RUN-008968,JOB-02240,PRD-003,MCH-006,OPR-016,2024-05-18,Crack/Fracture,Minor,Rework,95.42,Process Drift,True
QE-017403,PRD-RUN-008969,JOB-02240,PRD-003,MCH-017,OPR-011,2024-05-18,Tool Wear Damage,Minor,Use As-Is,0.0,Process Drift,False
QE-017404,PRD-RUN-008969,JOB-02240,PRD-003,MCH-017,OPR-011,2024-05-18,Crack/Fracture,Minor,Rework,15.3,Tool Wear,False
QE-017405,PRD-RUN-008969,JOB-02240,PRD-003,MCH-017,OPR-011,2024-05-18,Material Defect,Minor,Rework,88.61,Process Drift,True
QE-017406,PRD-RUN-008970,JOB-02241,PRD-007,MCH-004,OPR-010,2025-12-22,Crack/Fracture,Major,Rework,84.03,Environmental,False
QE-017407,PRD-RUN-008970,JOB-02241,PRD-007,MCH-004,OPR-010,2025-12-22,Tool Wear Damage,Major,Use As-Is,0.0,Environmental,False
QE-017408,PRD-RUN-008970,JOB-02241,PRD-007,MCH-004,OPR-010,2025-12-22,Assembly Error,Major,Scrap,50.44,Process Drift,False
QE-017409,PRD-RUN-008970,JOB-02241,PRD-007,MCH-004,OPR-010,2025-12-22,Alignment Error,Minor,Rework,119.86,Machine Calibration,False
QE-017410,PRD-RUN-008970,JOB-02241,PRD-007,MCH-004,OPR-010,2025-12-22,Dimensional Out-of-Spec,Minor,Rework,62.13,Material Variation,True
QE-017411,PRD-RUN-008970,JOB-02241,PRD-007,MCH-004,OPR-010,2025-12-22,Alignment Error,Major,Rework,22.38,Environmental,True
QE-017412,PRD-RUN-008970,JOB-02241,PRD-007,MCH-004,OPR-010,2025-12-22,Crack/Fracture,Minor,Use As-Is,0.0,Process Drift,True
QE-017413,PRD-RUN-008970,JOB-02241,PRD-007,MCH-004,OPR-010,2025-12-22,Surface Finish Defect,Minor,Rework,21.26,Process Drift,False
QE-017414,PRD-RUN-008971,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-24,Crack/Fracture,Minor,Rework,59.73,Machine Calibration,False
QE-017415,PRD-RUN-008971,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-24,Contamination,Major,Rework,79.68,Tool Wear,True
QE-017416,PRD-RUN-008971,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-24,Surface Finish Defect,Critical,Scrap,71.97,Tool Wear,True
QE-017417,PRD-RUN-008971,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-24,Alignment Error,Critical,Rework,60.73,Machine Calibration,True
QE-017418,PRD-RUN-008971,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-24,Dimensional Out-of-Spec,Minor,Rework,75.21,Operator Error,False
QE-017419,PRD-RUN-008971,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-24,Crack/Fracture,Critical,Use As-Is,0.0,Tool Wear,True
QE-017420,PRD-RUN-008971,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-24,Material Defect,Minor,Rework,103.53,Machine Calibration,True
QE-017421,PRD-RUN-008971,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-24,Contamination,Minor,Rework,89.52,Material Variation,True
QE-017422,PRD-RUN-008972,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-25,Contamination,Minor,Rework,110.66,Material Variation,True
QE-017423,PRD-RUN-008972,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-25,Alignment Error,Minor,Rework,82.14,Machine Calibration,False
QE-017424,PRD-RUN-008972,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-25,Assembly Error,Minor,Scrap,69.77,Process Drift,False
QE-017425,PRD-RUN-008972,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-25,Alignment Error,Minor,Rework,82.32,Environmental,True
QE-017426,PRD-RUN-008972,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-25,Assembly Error,Critical,Use As-Is,0.0,Process Drift,True
QE-017427,PRD-RUN-008972,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-25,Surface Finish Defect,Major,Use As-Is,0.0,Tool Wear,False
QE-017428,PRD-RUN-008972,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-25,Material Defect,Major,Rework,28.44,Environmental,False
QE-017429,PRD-RUN-008972,JOB-02241,PRD-007,MCH-008,OPR-002,2025-12-25,Dimensional Out-of-Spec,Minor,Rework,51.07,Tool Wear,False
QE-017430,PRD-RUN-008973,JOB-02241,PRD-007,MCH-011,OPR-009,2025-12-26,Alignment Error,Minor,Rework,63.67,Environmental,False
QE-017431,PRD-RUN-008973,JOB-02241,PRD-007,MCH-011,OPR-009,2025-12-26,Crack/Fracture,Minor,Rework,99.09,Operator Error,True
QE-017432,PRD-RUN-008973,JOB-02241,PRD-007,MCH-011,OPR-009,2025-12-26,Crack/Fracture,Minor,Rework,46.19,Material Variation,True
QE-017433,PRD-RUN-008973,JOB-02241,PRD-007,MCH-011,OPR-009,2025-12-26,Alignment Error,Critical,Scrap,53.74,Machine Calibration,False
QE-017434,PRD-RUN-008973,JOB-02241,PRD-007,MCH-011,OPR-009,2025-12-26,Crack/Fracture,Minor,Scrap,44.07,Operator Error,True
QE-017435,PRD-RUN-008973,JOB-02241,PRD-007,MCH-011,OPR-009,2025-12-26,Surface Finish Defect,Minor,Rework,54.31,Environmental,False
QE-017436,PRD-RUN-008973,JOB-02241,PRD-007,MCH-011,OPR-009,2025-12-26,Surface Finish Defect,Major,Scrap,46.09,Tool Wear,True
QE-017437,PRD-RUN-008973,JOB-02241,PRD-007,MCH-011,OPR-009,2025-12-26,Assembly Error,Major,Rework,113.65,Operator Error,True
QE-017438,PRD-RUN-008974,JOB-02241,PRD-007,MCH-017,OPR-010,2025-12-27,Material Defect,Major,Scrap,68.56,Environmental,False
QE-017439,PRD-RUN-008974,JOB-02241,PRD-007,MCH-017,OPR-010,2025-12-27,Surface Finish Defect,Major,Scrap,62.3,Process Drift,True
QE-017440,PRD-RUN-008974,JOB-02241,PRD-007,MCH-017,OPR-010,2025-12-27,Material Defect,Minor,Rework,27.87,Material Variation,True
QE-017441,PRD-RUN-008974,JOB-02241,PRD-007,MCH-017,OPR-010,2025-12-27,Surface Finish Defect,Major,Scrap,69.92,Machine Calibration,True
QE-017442,PRD-RUN-008974,JOB-02241,PRD-007,MCH-017,OPR-010,2025-12-27,Alignment Error,Minor,Rework,31.46,Tool Wear,False
QE-017443,PRD-RUN-008974,JOB-02241,PRD-007,MCH-017,OPR-010,2025-12-27,Crack/Fracture,Minor,Rework,20.73,Operator Error,False
QE-017444,PRD-RUN-008974,JOB-02241,PRD-007,MCH-017,OPR-010,2025-12-27,Surface Finish Defect,Minor,Rework,19.64,Tool Wear,True
QE-017445,PRD-RUN-008974,JOB-02241,PRD-007,MCH-017,OPR-010,2025-12-27,Dimensional Out-of-Spec,Major,Rework,44.39,Operator Error,False
QE-017446,PRD-RUN-008979,JOB-02243,PRD-001,MCH-001,OPR-003,2024-08-05,Dimensional Out-of-Spec,Major,Use As-Is,0.0,Process Drift,False
QE-017447,PRD-RUN-008980,JOB-02243,PRD-001,MCH-009,OPR-012,2024-08-05,Assembly Error,Minor,Use As-Is,0.0,Machine Calibration,True
QE-017448,PRD-RUN-008981,JOB-02243,PRD-001,MCH-012,OPR-008,2024-08-05,Surface Finish Defect,Major,Rework,31.91,Environmental,True
QE-017449,PRD-RUN-008982,JOB-02243,PRD-001,MCH-018,OPR-014,2024-08-05,Surface Finish Defect,Minor,Rework,32.92,Machine Calibration,False
QE-017450,PRD-RUN-008983,JOB-02244,PRD-002,MCH-005,OPR-010,2024-05-13,Surface Finish Defect,Minor,Rework,44.82,Environmental,True
QE-017451,PRD-RUN-008984,JOB-02244,PRD-002,MCH-011,OPR-013,2024-05-13,Crack/Fracture,Minor,Scrap,58.34,Operator Error,False
QE-017452,PRD-RUN-008985,JOB-02244,PRD-002,MCH-016,OPR-005,2024-05-13,Surface Finish Defect,Major,Rework,110.02,Tool Wear,True
QE-017453,PRD-RUN-008986,JOB-02244,PRD-002,MCH-017,OPR-012,2024-05-13,Dimensional Out-of-Spec,Major,Rework,110.15,Environmental,False
QE-017454,PRD-RUN-008987,JOB-02245,PRD-004,MCH-006,OPR-005,2024-07-19,Tool Wear Damage,Minor,Rework,97.16,Operator Error,False
QE-017455,PRD-RUN-008988,JOB-02245,PRD-004,MCH-011,OPR-008,2024-07-19,Assembly Error,Minor,Rework,84.27,Machine Calibration,True
QE-017456,PRD-RUN-008989,JOB-02245,PRD-004,MCH-018,OPR-008,2024-07-19,Tool Wear Damage,Critical,Scrap,22.25,Material Variation,False
QE-017457,PRD-RUN-008990,JOB-02246,PRD-006,MCH-005,OPR-003,2024-07-05,Surface Finish Defect,Minor,Rework,119.35,Tool Wear,True
QE-017458,PRD-RUN-008991,JOB-02246,PRD-006,MCH-010,OPR-009,2024-07-05,Dimensional Out-of-Spec,Critical,Scrap,11.81,Tool Wear,True
QE-017459,PRD-RUN-008992,JOB-02246,PRD-006,MCH-011,OPR-004,2024-07-05,Contamination,Major,Use As-Is,0.0,Tool Wear,False
QE-017460,PRD-RUN-008993,JOB-02246,PRD-006,MCH-018,OPR-005,2024-07-05,Dimensional Out-of-Spec,Major,Scrap,15.61,Process Drift,False
QE-017461,PRD-RUN-008994,JOB-02247,PRD-005,MCH-004,OPR-008,2025-09-09,Contamination,Minor,Rework,21.82,Tool Wear,True
QE-017462,PRD-RUN-008995,JOB-02247,PRD-005,MCH-008,OPR-004,2025-09-09,Dimensional Out-of-Spec,Minor,Use As-Is,0.0,Operator Error,True
QE-017463,PRD-RUN-008996,JOB-02247,PRD-005,MCH-016,OPR-006,2025-09-09,Surface Finish Defect,Minor,Rework,24.22,Process Drift,False
QE-017464,PRD-RUN-008997,JOB-02247,PRD-005,MCH-017,OPR-013,2025-09-09,Surface Finish Defect,Minor,Rework,76.43,Process Drift,False
QE-017465,PRD-RUN-008998,JOB-02248,PRD-007,MCH-003,OPR-003,2024-04-16,Contamination,Critical,Scrap,66.85,Material Variation,True
QE-017466,PRD-RUN-008998,JOB-02248,PRD-007,MCH-003,OPR-003,2024-04-16,Alignment Error,Minor,Rework,109.71,Environmental,True
QE-017467,PRD-RUN-008999,JOB-02248,PRD-007,MCH-009,OPR-016,2024-04-16,Contamination,Minor,Rework,17.89,Process Drift,False
QE-017468,PRD-RUN-008999,JOB-02248,PRD-007,MCH-009,OPR-016,2024-04-16,Dimensional Out-of-Spec,Minor,Rework,44.85,Machine Calibration,False
QE-017469,PRD-RUN-008999,JOB-02248,PRD-007,MCH-009,OPR-016,2024-04-16,Tool Wear Damage,Minor,Rework,104.83,Machine Calibration,True
QE-017470,PRD-RUN-009000,JOB-02248,PRD-007,MCH-009,OPR-014,2024-04-17,Tool Wear Damage,Minor,Rework,72.81,Tool Wear,True
QE-017471,PRD-RUN-009000,JOB-02248,PRD-007,MCH-009,OPR-014,2024-04-17,Assembly Error,Minor,Rework,32.39,Material Variation,True
QE-017472,PRD-RUN-009000,JOB-02248,PRD-007,MCH-009,OPR-014,2024-04-17,Assembly Error,Major,Rework,62.94,Material Variation,False
QE-017473,PRD-RUN-009001,JOB-02248,PRD-007,MCH-011,OPR-001,2024-04-17,Crack/Fracture,Major,Rework,97.83,Machine Calibration,False
QE-017474,PRD-RUN-009001,JOB-02248,PRD-007,MCH-011,OPR-001,2024-04-17,Alignment Error,Minor,Rework,96.6,Environmental,True
QE-017475,PRD-RUN-009001,JOB-02248,PRD-007,MCH-011,OPR-001,2024-04-17,Surface Finish Defect,Minor,Rework,105.19,Material Variation,False
QE-017476,PRD-RUN-009002,JOB-02248,PRD-007,MCH-017,OPR-009,2024-04-18,Tool Wear Damage,Minor,Use As-Is,0.0,Environmental,False
QE-017477,PRD-RUN-009002,JOB-02248,PRD-007,MCH-017,OPR-009,2024-04-18,Surface Finish Defect,Major,Rework,17.25,Tool Wear,False
QE-017478,PRD-RUN-009002,JOB-02248,PRD-007,MCH-017,OPR-009,2024-04-18,Crack/Fracture,Minor,Use As-Is,0.0,Process Drift,False
QE-017479,PRD-RUN-009003,JOB-02249,PRD-008,MCH-002,OPR-008,2024-01-22,Material Defect,Critical,Scrap,7.85,Material Variation,False
QE-017480,PRD-RUN-009004,JOB-02249,PRD-008,MCH-008,OPR-011,2024-01-22,Dimensional Out-of-Spec,Minor,Rework,46.83,Process Drift,False
QE-017481,PRD-RUN-009005,JOB-02249,PRD-008,MCH-015,OPR-015,2024-01-22,Dimensional Out-of-Spec,Minor,Rework,42.2,Tool Wear,True
QE-017482,PRD-RUN-009006,JOB-02249,PRD-008,MCH-018,OPR-006,2024-01-22,Contamination,Minor,Rework,60.83,Tool Wear,False
QE-017483,PRD-RUN-009007,JOB-02250,PRD-005,MCH-002,OPR-008,2024-05-03,Tool Wear Damage,Major,Scrap,38.9,Material Variation,False
QE-017484,PRD-RUN-009007,JOB-02250,PRD-005,MCH-002,OPR-008,2024-05-03,Alignment Error,Minor,Rework,56.98,Environmental,False
QE-017485,PRD-RUN-009008,JOB-02250,PRD-005,MCH-010,OPR-011,2024-05-04,Crack/Fracture,Minor,Rework,60.77,Process Drift,False
QE-017486,PRD-RUN-009008,JOB-02250,PRD-005,MCH-010,OPR-011,2024-05-04,Material Defect,Major,Rework,47.78,Tool Wear,False
QE-017487,PRD-RUN-009008,JOB-02250,PRD-005,MCH-010,OPR-011,2024-05-04,Dimensional Out-of-Spec,Major,Rework,118.02,Material Variation,True
QE-017488,PRD-RUN-009008,JOB-02250,PRD-005,MCH-010,OPR-011,2024-05-04,Dimensional Out-of-Spec,Minor,Rework,74.91,Operator Error,True
QE-017489,PRD-RUN-009008,JOB-02250,PRD-005,MCH-010,OPR-011,2024-05-04,Contamination,Critical,Scrap,40.25,Material Variation,True
QE-017490,PRD-RUN-009008,JOB-02250,PRD-005,MCH-010,OPR-011,2024-05-04,Contamination,Minor,Scrap,34.09,Machine Calibration,True
QE-017491,PRD-RUN-009008,JOB-02250,PRD-005,MCH-010,OPR-011,2024-05-04,Assembly Error,Minor,Use As-Is,0.0,Material Variation,False
QE-017492,PRD-RUN-009008,JOB-02250,PRD-005,MCH-010,OPR-011,2024-05-04,Crack/Fracture,Minor,Rework,41.83,Tool Wear,True
QE-017493,PRD-RUN-009009,JOB-02250,PRD-005,MCH-016,OPR-014,2024-05-05,Tool Wear Damage,Major,Rework,94.73,Process Drift,True
